movieId,title,genres,directors,actors,overview,voteAverage
254,Jefferson in Paris,"['Biography', 'Drama', 'History']",['James Ivory'],"['Nick Nolte', 'Greta Scacchi', 'Gwyneth Paltrow']",Widower Thomas Jefferson (3rd US president 1801-09) lives in Paris 1785-90 with his daughter. He has a pretty slave girl accompany his other daughter to France. He has an alleged affair with her resulting in children.,5.7
255,The Jerky Boys,"['Comedy', 'Crime']",['James Melkonian'],"['John G. Brennan', 'Kamal Ahmed', 'Alan Arkin']",A hilarious prank phone call pushes the buttons of an angry mob boss.,4.7
256,Junior,"['Comedy', 'Romance', 'Sci-Fi']",['Ivan Reitman'],"['Arnold Schwarzenegger', 'Danny DeVito', 'Emma Thompson']","As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",4.7
257,Just Cause,"['Action', 'Crime', 'Drama']",['Arne Glimcher'],"['Sean Connery', 'Laurence Fishburne', 'Kate Capshaw']",A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,6.4
258,A Kid in King Arthur's Court,"['Adventure', 'Comedy', 'Family']",['Michael Gottlieb'],"['Thomas Ian Nicholas', 'Joss Ackland', 'Art Malik']",A Little League player is sent back into medieval times where he is given the task of saving Camelot.,4.7
259,Kiss of Death,"['Crime', 'Drama', 'Thriller']",['Barbet Schroeder'],"['David Caruso', 'Samuel L. Jackson', 'Nicolas Cage']",A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,5.9
260,Star Wars: Episode IV - A New Hope,"['Action', 'Adventure', 'Fantasy']",['George Lucas'],"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...",8.6
261,Little Women,"['Drama', 'Family', 'Romance']",['Gillian Armstrong'],"['Susan Sarandon', 'Winona Ryder', 'Kirsten Dunst']","Jo struggles for independence and sometimes clashes with her beloved mother and sisters Meg, Amy and Beth. She also contends with their cranky Aunt March, their impulsive neighbor Laurie and kindly linguistics professor Friedrich ...",7.3
262,A Little Princess,"['Drama', 'Family', 'Fantasy']",['Alfonso Cuarón'],"['Liesel Matthews', 'Eleanor Bron', 'Liam Cunningham']","Sara is sent to a strict boarding school after her father enlists in WWI. When he is presumed dead, the headmistress, knowing she will not receive any more money, forces the girl to become a servant.",7.6
263,Ladybird Ladybird,['Drama'],['Ken Loach'],"['Crissy Rock', 'Vladimir Vega', 'Sandie Lavelle']","Maggie, an unmarried mother of four children by four different men who abused her, leaves her kids home alone one night. A fire injures them and child services takes custody. Maggie fails to regain custody of her children.",7.4
265,Like Water for Chocolate,"['Drama', 'Romance']",['Alfonso Arau'],"['Marco Leonardi', 'Lumi Cavazos', 'Regina Torné']","When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.",7.1
266,Legends of the Fall,"['Drama', 'Romance', 'War']",['Edward Zwick'],"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']","In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",7.5
267,Major Payne,"['Adventure', 'Comedy', 'Family']",['Nick Castle'],"['Damon Wayans', 'Michael Ironside', 'Bam Bam Bigelow']","When a recently discharged Marine struggles to adjust to civilian life, his commanding officer brings him back to the military to train and lead a group of misfit JORTC cadets.",6.3
269,My Crazy Life,"['Crime', 'Drama']",['Allison Anders'],"['Angel Aviles', 'Seidy Lopez', 'Jacob Vargas']","Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While t...",6.5
270,Love Affair,"['Comedy', 'Drama', 'Romance']",['Glenn Gordon Caron'],"['Warren Beatty', 'Annette Bening', 'Katharine Hepburn']","Two people meet on a flight to Sydney. Although both are engaged to others, they fall in love during their evacuation after a forced landing, and agree to meet in New York City three months later if the attraction lasts.",6.0
271,Losing Isaiah,['Drama'],['Stephen Gyllenhaal'],"['Jessica Lange', 'Halle Berry', 'David Strathairn']","The biological and adoptive mothers of a young boy are involved in a bitter, controversial custody battle.",6.4
272,The Madness of King George,"['Biography', 'Comedy', 'Drama']",['Nicholas Hytner'],"['Nigel Hawthorne', 'Helen Mirren', 'Rupert Graves']","When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.",7.2
273,Frankenstein,"['Drama', 'Horror', 'Romance']",['Kenneth Branagh'],"['Robert De Niro', 'Kenneth Branagh', 'Helena Bonham Carter']","When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",6.3
274,Man of the House,"['Comedy', 'Family']",['James Orr'],"['Chevy Chase', 'Farrah Fawcett', 'Jonathan Taylor Thomas']","A young boy refuses to accept his mother's new boyfriend despite his attempts to win his respect. Meanwhile, the disgruntled relative of a criminal he prosecuted seeks revenge.",5.3
275,Mixed Nuts,"['Comedy', 'Drama']",['Nora Ephron'],"['Steve Martin', 'Madeline Kahn', 'Robert Klein']",The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,5.4
276,Milk Money,"['Comedy', 'Romance']",['Richard Benjamin'],"['Melanie Griffith', 'Ed Harris', 'Michael Patrick Carter']",A group of young boys befriend a prostitute named V.,5.6
277,Miracle on 34th Street,"['Drama', 'Family', 'Fantasy']",['Les Mayfield'],"['Richard Attenborough', 'Elizabeth Perkins', 'Dylan McDermott']",A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.,6.6
278,Miami Rhapsody,"['Comedy', 'Romance']",['David Frankel'],"['Sarah Jessica Parker', 'Mia Farrow', 'Antonio Banderas']","Gwyn begins doubting her ""yes"" to Matt's wedding proposal, when she hears about her parents' and brother's adultery.",5.4
279,My Family,['Drama'],['Gregory Nava'],"['Jimmy Smits', 'Esai Morales', 'Edward James Olmos']",A man makes his way from Mexico to Los Angeles in the 1920s and gets married and raises a big family there. The movie follows the children until they get married and start their families in the 1960s.,7.3
280,Murder in the First,"['Drama', 'Thriller']",['Marc Rocco'],"['Christian Slater', 'Kevin Bacon', 'Gary Oldman']",An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.,7.3
281,Nobody's Fool,"['Comedy', 'Drama']",['Robert Benton'],"['Paul Newman', 'Bruce Willis', 'Jessica Tandy']",A stubborn man past his prime reflects on his life of strict independence and seeks more from himself.,7.3
282,Nell,['Drama'],['Michael Apted'],"['Jodie Foster', 'Liam Neeson', 'Natasha Richardson']","In a remote woodland cabin, a small-town doctor discovers Nell - a beautiful young hermit-woman with many secrets.",6.5
283,New Jersey Drive,"['Crime', 'Drama']",['Nick Gomez'],"['Shar-Ron Corley', 'Gabriel Casseus', 'Saul Stein']","Jason and Midget are two young, black teenagers living in Newark,New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trou...",6.6
284,New York Cop,"['Action', 'Crime', 'Drama']",['Tôru Murakawa'],"['Tôru Nakamura', 'Chad McQueen', 'Mira Sorvino']","A Japanese detective, illegally residing in the U.S., finds himself blackmailed by the NYPD internal force and sent undercover to break a ring of Asian gun dealers.",4.3
285,Beyond Bedlam,"['Comedy', 'Horror']",['Vadim Jean'],"['Craig Fairbrass', 'Elizabeth Hurley', 'Keith Allen']","Dr. Stephanie Lyell works for Neurological Research, and is testing a seemingly safe personality-altering drug on Marc Gilmour a notorious Serial Killer. But when a pair of bizarre suicides occur at Dr. Lyell's apartment complex, ...",3.2
287,Nina Takes a Lover,"['Comedy', 'Drama', 'Romance']",['Alan Jacobs'],"['Laura San Giacomo', 'Paul Rhys', ""Michael O'Keefe""]",A lonely young woman decides to kindle her passions in a fling with a married photographer after feeling challenged by her own best friend's affair.,5.4
288,Natural Born Killers,"['Crime', 'Romance']",['Oliver Stone'],"['Woody Harrelson', 'Juliette Lewis', 'O-Lan Jones']",Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,7.2
289,Only You,"['Comedy', 'Romance']",['Norman Jewison'],"['Marisa Tomei', 'Robert Downey Jr.', 'Bonnie Hunt']","As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later, when she's about to marry someone else, a Damon Bradley calls to wish them well, and Faith blows off her wedding to follow Damon to Italy.",6.5
290,Once Were Warriors,"['Crime', 'Drama']",['Lee Tamahori'],"['Rena Owen', 'Temuera Morrison', 'Mamaengaroa Kerr-Bell']",A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,7.9
291,Poison Ivy II,"['Drama', 'Thriller']",['Anne Goursaud'],"['Alyssa Milano', 'Johnathon Schaech', 'Xander Berkeley']","First time out of Michigan, Lily starts art school in LA and shares a house with other young artistic people. Both her teacher and a roomie/classmate show interest in her.",4.4
292,Outbreak,"['Action', 'Drama', 'Thriller']",['Wolfgang Petersen'],"['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman']",A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.,6.6
293,Léon: The Professional,"['Action', 'Crime', 'Drama']",['Luc Besson'],"['Jean Reno', 'Gary Oldman', 'Natalie Portman']","12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",8.5
294,The Perez Family,"['Comedy', 'Romance', 'Drama']",['Mira Nair'],"['Marisa Tomei', 'Anjelica Huston', 'Alfred Molina']","In 1980, USA opens to Cuban refugees. Once in Miami, Dorita tries to create a Perez ""family"" of 3 to get a sponsor. She wants Juan to be her ""husband"" - plus a ""son"" or ""dad"".",6.0
295,A Pyromaniac's Love Story,"['Comedy', 'Romance']",['Joshua Brand'],"['William Baldwin', 'John Leguizamo', 'Sadie Frost']","A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio (John Leguizamo) is offered a bribe in exchange for taking the blame for the fire that destroyed his workplace. Garet (William Baldwin), th...",5.3
296,Pulp Fiction,"['Crime', 'Drama']",['Quentin Tarantino'],"['John Travolta', 'Uma Thurman', 'Samuel L. Jackson']","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8.9
298,Pushing Hands,"['Comedy', 'Drama']",['Ang Lee'],"['Sihung Lung', 'Lai Wang', 'Bozhao Wang']","All the while, Master Chu tries to find his place in the foreign American world.",7.2
299,Priest,"['Drama', 'Romance']",['Antonia Bird'],"['Linus Roache', 'Tom Wilkinson', 'Robert Carlyle']","A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own.",7.1
300,Quiz Show,"['Biography', 'Drama', 'History']",['Robert Redford'],"['Ralph Fiennes', 'John Turturro', 'Rob Morrow']","A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.",7.5
301,Picture Bride,"['Drama', 'Romance']",['Kayo Hatta'],"['Yûki Kudô', 'Akira Takayama', 'Cary-Hiroyuki Tagawa']",Riyo marries a man more than twice her age. She is devastated and labors in the sugar cane field. At the end she is able to love her husband.,6.6
302,Queen Margot,"['Biography', 'Drama', 'History']",['Patrice Chéreau'],"['Isabelle Adjani', 'Daniel Auteuil', 'Jean-Hugues Anglade']","Young Queen Margot finds herself trapped in an arranged marriage amidst a religious war between Catholics and Protestants. She hopes to escape with a new lover, but finds herself imprisoned by her powerful and ruthless family.",7.4
303,The Quick and the Dead,"['Action', 'Drama', 'Romance']",['Sam Raimi'],"['Sharon Stone', 'Gene Hackman', 'Russell Crowe']","A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.",6.5
304,Roommates,"['Comedy', 'Drama']",['Peter Yates'],"['Peter Falk', 'D.B. Sweeney', 'Julianne Moore']",An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.,6.4
305,Ready to Wear,"['Comedy', 'Drama']",['Robert Altman'],"['Sophia Loren', 'Julia Roberts', 'Marcello Mastroianni']",A chronicle of the interconnected lives of a group of people in the lead up to Paris Fashion Week.,5.2
306,Three Colors: Red,"['Drama', 'Mystery', 'Romance']",['Krzysztof Kieslowski'],"['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder']",A model discovers a retired judge is keen on invading people's privacy.,8.1
307,Three Colors: Blue,"['Drama', 'Music', 'Mystery']",['Krzysztof Kieslowski'],"['Juliette Binoche', 'Zbigniew Zamachowski', 'Julie Delpy']",A woman struggles to find a way to live her life after the death of her husband and child.,7.8
308,Three Colors: White,"['Comedy', 'Drama', 'Romance']",['Krzysztof Kieslowski'],"['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos']","After his wife divorces him, a Polish immigrant plots to get even with her.",7.6
310,Rent-a-Kid,"['Drama', 'Family', 'Comedy']",['Fred Gerber'],"['Leslie Nielsen', 'Christopher Lloyd', 'Matt McCoy']","Harry Haber, the owner of a rent office, has an original idea: to rent babies from a nearby orphanage to the local families. He rents the three Ward children to his first customers.",5.4
311,Relative Fear,"['Drama', 'Horror', 'Thriller']",['George Mihalka'],"['Darlanne Fluegel', 'Martin Neufeld', 'James Brolin']",Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?,5.5
312,Stuart Saves His Family,"['Comedy', 'Drama']",['Harold Ramis'],"['Al Franken', 'Laura San Giacomo', ""Vincent D'Onofrio""]",A self-help advocate struggles to put his dysfunctional family in its place.,5.3
313,The Swan Princess,"['Animation', 'Adventure', 'Comedy']",['Richard Rich'],"['Jack Palance', 'Howard McGillin', 'Michelle Nicastro']",A power-hungry sorcerer curses a princess to live as a swan by day in this tale of everlasting love.,6.4
314,The Secret of Roan Inish,"['Drama', 'Family', 'Fantasy']",['John Sayles'],"['Jeni Courtney', 'Eileen Colgan', 'Mick Lally']",Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.,7.4
315,The Specialist,"['Action', 'Drama', 'Thriller']",['Luis Llosa'],"['Sylvester Stallone', 'Sharon Stone', 'James Woods']",A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,5.6
316,Stargate,"['Action', 'Adventure', 'Sci-Fi']",['Roland Emmerich'],"['Kurt Russell', 'James Spader', 'Jaye Davidson']","An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",7.0
317,The Santa Clause,"['Comedy', 'Drama', 'Family']",['John Pasquin'],"['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']","When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place.",6.6
318,The Shawshank Redemption,['Drama'],['Frank Darabont'],"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']","A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion.",9.3
319,Shallow Grave,"['Crime', 'Drama', 'Thriller']",['Danny Boyle'],"['Kerry Fox', 'Christopher Eccleston', 'Ewan McGregor']",Three friends discover their new flatmate dead but loaded with cash.,7.2
320,Suture,"['Drama', 'Thriller']","['Scott McGehee', 'David Siegel']","['Dennis Haysbert', 'Mel Harris', 'Sab Shimono']","After his brother tries to kill him, a man survives only to find himself in another man's body.",6.5
321,Strawberry & Chocolate,"['Comedy', 'Drama', 'Romance']","['Tomás Gutiérrez Alea', 'Juan Carlos Tabío']","['Jorge Perugorría', 'Vladimir Cruz', 'Mirta Ibarra']","Story of two men who are opposites: one gay, the other straight; one a fierce communist, the other a fierce individualist; one suspicious, the other accepting; and how they come to love each other.",7.4
322,Swimming with Sharks,"['Comedy', 'Crime']",['George Huang'],"['Kevin Spacey', 'Frank Whaley', 'Michelle Forbes']","A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",7.0
324,The Sum of Us,"['Comedy', 'Drama']","['Geoff Burton', 'Kevin Dowling']","['Jack Thompson', 'Russell Crowe', 'John Polson']","A widowed father has to deal with two complex issues: while he is searching for ""Miss Right,"" his son, who is in his 20s and gay, is searching for ""Mr. Right.""",7.3
325,National Lampoon's Senior Trip,"['Adventure', 'Comedy']",['Kelly Makin'],"['Matt Frewer', 'Valerie Mahaffey', 'Lawrence Dane']","To embarrass his rival, a scheming senator uses nitwit Ohio teens who are invited to a Washington gathering on educational failure.",5.6
326,To Live,"['Drama', 'War']",['Yimou Zhang'],"['You Ge', 'Gong Li', 'Ben Niu']","After Fugui and Jiazhen lose their personal fortunes, they raise a family and survive difficult cultural changes during 1940s to 1970s China.",8.3
327,Tank Girl,"['Action', 'Comedy', 'Sci-Fi']",['Rachel Talalay'],"['Lori Petty', 'Ice-T', 'Naomi Watts']","A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.",5.4
328,Tales from the Crypt: Demon Knight,"['Action', 'Fantasy', 'Horror']",['Ernest R. Dickerson'],"['Billy Zane', 'William Sadler', 'Jada Pinkett Smith']",High-level demons collect low-level demons as warriors in attempt to obtain a key containing the blood of Christ. The key is guarded by immortal warriors called Demon Knights.,6.7
329,Star Trek: Generations,"['Action', 'Adventure', 'Mystery']",['David Carson'],"['Patrick Stewart', 'William Shatner', 'Malcolm McDowell']","With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",6.6
330,Tales from the Hood,"['Crime', 'Drama', 'Horror']",['Rusty Cundieff'],"['Clarence Williams III', 'Corbin Bernsen', 'Joe Torry']",A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,6.5
331,Tom & Viv,"['Biography', 'Drama', 'Romance']",['Brian Gilbert'],"['Willem Dafoe', 'Miranda Richardson', 'Rosemary Harris']","In 1915, Tom and Viv elope, but her gynecological and emotional problems disrupt their honeymoon. Her father is angry because Tom's poetry doesn't bring in enough to live, but her mother is happy Viv has found a tender and discree...",6.2
332,Village of the Damned,"['Horror', 'Sci-Fi', 'Thriller']",['John Carpenter'],"['Christopher Reeve', 'Kirstie Alley', 'Linda Kozlowski']",A small town's women give birth to unfriendly alien children posing as humans.,5.6
333,Tommy Boy,"['Adventure', 'Comedy']",['Peter Segal'],"['Chris Farley', 'David Spade', 'Brian Dennehy']","After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",7.1
334,Vanya on 42nd Street,"['Comedy', 'Drama', 'Romance']",['Louis Malle'],"['Wallace Shawn', 'Phoebe Brand', 'George Gaynes']","New York actors rehearse Chekhov's ""Uncle Vanya"" in a dilapidated theatre.",7.3
335,The Underneath,"['Crime', 'Thriller']",['Steven Soderbergh'],"['Peter Gallagher', 'Elisabeth Shue', 'Alison Elliott']",A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfriend.,6.1
336,The Walking Dead,"['Action', 'Drama', 'War']",['Preston A. Whitmore II'],"['Allen Payne', 'Eddie Griffin', 'Joe Morton']","1972 Vietnam, a small group of United States Marines relive flashbacks of their contrite lives prior to serving in the military while being left to survive behind enemy lines.",4.9
337,What's Eating Gilbert Grape,['Drama'],['Lasse Hallström'],"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,7.7
338,Virtuosity,"['Action', 'Crime', 'Sci-Fi']",['Brett Leonard'],"['Denzel Washington', 'Russell Crowe', 'Kelly Lynch']","When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror.",5.5
339,While You Were Sleeping,"['Comedy', 'Drama', 'Romance']",['Jon Turteltaub'],"['Sandra Bullock', 'Bill Pullman', 'Peter Gallagher']",A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.,6.8
340,The War,"['Drama', 'History', 'War']",['Jon Avnet'],"['Elijah Wood', 'Kevin Costner', 'Mare Winningham']",A Vietnam veteran helps his kids battle over a tree house while recovering from his traumatic war experience.,6.8
341,Double Happiness,"['Drama', 'Romance']",['Mina Shum'],"['Sandra Oh', 'Stephen Chang', 'Claudette Carracedo']","East clashes with West and generations collide as a young Chinese woman struggles to appease her old-fashioned father, and at the same time pursue her modern dreams.",7.1
342,Muriel's Wedding,"['Comedy', 'Drama']",['P.J. Hogan'],"['Toni Collette', 'Rachel Griffiths', 'Bill Hunter']","A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",7.2
343,The Baby-Sitters Club,"['Comedy', 'Drama', 'Family']",['Melanie Mayron'],"['Schuyler Fisk', 'Bre Blair', 'Rachael Leigh Cook']",Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,5.7
344,Ace Ventura: Pet Detective,['Comedy'],['Tom Shadyac'],"['Jim Carrey', 'Courteney Cox', 'Sean Young']",A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,6.9
345,"The Adventures of Priscilla, Queen of the Desert","['Comedy', 'Music']",['Stephan Elliott'],"['Hugo Weaving', 'Guy Pearce', 'Terence Stamp']",Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,7.5
346,Backbeat,"['Biography', 'Drama', 'Music']",['Iain Softley'],"['Stephen Dorff', 'Sheryl Lee', 'Ian Hart']","A dramatization of the Hamburg, Germany phase of The Beatles' early history.",6.6
347,Bitter Moon,"['Drama', 'Romance', 'Thriller']",['Roman Polanski'],"['Hugh Grant', 'Kristin Scott Thomas', 'Emmanuelle Seigner']","After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.",7.2
348,Bullets Over Broadway,"['Comedy', 'Crime']",['Woody Allen'],"['John Cusack', 'Dianne Wiest', 'Jennifer Tilly']","In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",7.4
349,Clear and Present Danger,"['Action', 'Crime', 'Drama']",['Phillip Noyce'],"['Harrison Ford', 'Willem Dafoe', 'Anne Archer']",CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,6.9
350,The Client,"['Crime', 'Drama', 'Mystery']",['Joel Schumacher'],"['Susan Sarandon', 'Tommy Lee Jones', 'Brad Renfro']",A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,6.7
351,"Corrina, Corrina","['Comedy', 'Drama', 'Romance']",['Jessie Nelson'],"['Ray Liotta', 'Whoopi Goldberg', 'Tina Majorino']","In 1959, a widower hires a warm-hearted housekeeper/nanny to care for his seven-year-old daughter.",6.6
352,Crooklyn,"['Comedy', 'Drama']",['Spike Lee'],"['Alfre Woodard', 'Delroy Lindo', 'David Patrick Kelly']","Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.",7.0
353,The Crow,"['Action', 'Crime', 'Drama']",['Alex Proyas'],"['Brandon Lee', 'Michael Wincott', 'Rochelle Davis']","The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural...",7.5
354,Cobb,"['Biography', 'Drama', 'Sport']",['Ron Shelton'],"['Tommy Lee Jones', 'Robert Wuhl', 'Lolita Davidovich']",A reporter hired to write the 'official' biography of Ty Cobb discovers just how dark the baseball legend's real story is.,6.4
355,The Flintstones,"['Comedy', 'Family', 'Fantasy']",['Brian Levant'],"['John Goodman', 'Rick Moranis', ""Rosie O'Donnell""]","In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.",5.0
356,Forrest Gump,"['Drama', 'Romance']",['Robert Zemeckis'],"['Tom Hanks', 'Robin Wright', 'Gary Sinise']","The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",8.8
357,Four Weddings and a Funeral,"['Comedy', 'Drama', 'Romance']",['Mike Newell'],"['Hugh Grant', 'Andie MacDowell', 'James Fleet']","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",7.1
358,Higher Learning,"['Crime', 'Drama', 'Thriller']",['John Singleton'],"['Omar Epps', 'Kristy Swanson', 'Michael Rapaport']","People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus.",6.5
359,I Like It Like That,"['Comedy', 'Drama', 'Romance']",['Darnell Martin'],"['Luna Lauren Velez', 'Jon Seda', 'Tomas Melly']",Money issues and misunderstandings divide a couple who struggle to raise their children in the Bronx.,6.7
360,I Love Trouble,"['Action', 'Comedy', 'Romance']",['Charles Shyer'],"['Nick Nolte', 'Julia Roberts', 'Saul Rubinek']",Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.,5.3
361,It Could Happen to You,"['Comedy', 'Drama', 'Romance']",['Andrew Bergman'],"['Nicolas Cage', 'Bridget Fonda', 'Rosie Perez']",A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,6.4
362,The Jungle Book,"['Adventure', 'Family', 'Fantasy']",['Stephen Sommers'],"['Jason Scott Lee', 'Cary Elwes', 'Lena Headey']","Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle.",6.1
363,"The Wonderful, Horrible Life of Leni Riefenstahl","['Documentary', 'Biography', 'History']",['Ray Müller'],"['Leni Riefenstahl', 'Marlene Dietrich', 'Arnold Fanck']","A documentary about the life and work of Leni Riefenstahl, a German film director most notorious for making the most effective propaganda films for the Nazis.",8.0
364,The Lion King,"['Animation', 'Adventure', 'Drama']","['Roger Allers', 'Rob Minkoff']","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones']","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5
365,Little Buddha,['Drama'],['Bernardo Bertolucci'],"['Keanu Reeves', 'Bridget Fonda', 'Ruocheng Ying']","After the death of Lama Dorje, Tibetan Buddhist monks find three children - one American and two Nepalese - who may be the rebirth of their great teacher.",6.1
366,New Nightmare,"['Fantasy', 'Horror', 'Mystery']",['Wes Craven'],"['Heather Langenkamp', 'Robert Englund', 'Jf Davis']",A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,6.4
367,The Mask,"['Comedy', 'Crime', 'Fantasy']",['Chuck Russell'],"['Jim Carrey', 'Cameron Diaz', 'Peter Riegert']",Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,7.0
368,Maverick,"['Action', 'Adventure', 'Comedy']",['Richard Donner'],"['Mel Gibson', 'Jodie Foster', 'James Garner']","Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",7.0
369,Mrs. Parker and the Vicious Circle,"['Biography', 'Drama']",['Alan Rudolph'],"['Jennifer Jason Leigh', 'Campbell Scott', 'Matthew Broderick']","Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",6.4
370,Naked Gun 33 1/3: The Final Insult,"['Comedy', 'Crime']",['Peter Segal'],"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']",Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,6.5
